id,x,y
1,0.33558722131789065,0.8508654967607973
10,0.01985714242190651,0.12607788206679535
100,0.07966330986555832,0.12590648063686793
1000,0.3112054007192497,-0.07233801062712329
1001,0.5103350712835568,0.16422848834813722
1003,-0.00891679843526598,0.729775347608046
1004,-0.0497035534831095,0.6975668751056867
1005,0.40638044380054705,0.45163085483815535
1006,0.031573792266340966,0.5172417257093461
1007,0.3009091846514183,0.6644788681384287
1008,0.19094188925863204,-0.03565749003693759
1009,0.5296491873548793,0.6966734809028354
1010,1.0424365847902888,0.3930535541119179
1011,0.3896652501050563,0.5493450975695588
1012,0.8026597345798173,0.9429651245378214
1013,0.7541811324589308,0.7036775887328549
1014,0.5591463397458859,0.8837959762075757
1015,0.43340668991963455,0.8062061450776774
1016,0.3931201759383219,0.8943987720178588
1017,0.09718772724910836,0.8761544404088882
1018,0.2711409335810765,0.7015220198549126
1019,0.8190251124748744,0.20597477853626492
102,0.26166668174923235,0.7946795417226835
1020,0.04551917539337322,0.8433419562505845
1021,0.937353161439688,0.548203016265285
1022,0.2735068584431899,0.5086055869072093
1023,0.262931741666593,0.5160387336825353
1024,0.24963846109807564,0.5189724757161545
1025,0.2859952190148202,0.501897445167189
1026,0.8783241506958471,0.5208704771871585
1027,0.11524888838773768,0.02107507890678085
1028,0.5821705207380852,0.7245594146145385
1029,0.5375662272385255,0.9429244687825991
103,0.5274858643127995,0.7306640780379889
1030,0.5948286970434556,0.7836788293277274
1031,0.5521999897180481,0.8633455009845059
1032,1.0219659166045634,0.42342920423656544
1033,0.9549484667358117,0.9655984655942834
1034,0.6193050296350638,0.2715926503261585
1035,0.7439389947882138,0.23618674854541785
1036,0.8090985419558623,0.48407114843501564
1037,0.5481114812648381,0.10262029137373789
1038,-0.10007728479796298,0.4061402429247301
1039,0.3306522126828438,0.826343813171683
104,0.6362130205094467,1.0942643119248998
1040,0.4938748025677064,0.19200457071793026
1041,0.7988423894547736,0.4512104515915366
1042,0.4765110730839752,0.10848335891489296
1043,0.24191322272071517,-0.07220478447830128
1044,0.8117786026146655,0.5476363120518288
1045,0.855085238861778,0.7885322850149461
1046,0.8651890433420839,0.6545293516372257
1047,0.4511590959494137,0.9998695614905233
1048,0.34608065690441625,-0.05634132767674389
1049,0.35453757818882364,0.07994851650679413
105,0.05936738890580474,0.286877906943134
1050,0.6625998834031032,0.1417106930387176
1051,1.0226739581168303,0.30573445125335474
1052,0.5213803277249542,0.0016035703167556778
