Identifier,PerformingDate,Runningtime,Title,Description(설명 초록),Program Comments(프로그램 설명),VoiceType,Performing Artist,Piano,SingerUndergraduate,country,Composer,CBirthYear,CDeathYear,Opus/Catalogue 번호,SongNo,SongTitle,Translated,SongCycle,FromOpera,FromOratorio,FromCantata,Time,Location,Venue,Fee,StudentFee,Agency,Affiliation,ProgramURL
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Schumann, Robert",1810,1856,Op. 42,1,Seit ich ihn gesehen,그를 본 후로,Frauenliebe und Leben,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Schumann, Robert",1810,1856,Op. 42,2,"Er, der Herrlichste von allen","그, 가장 고귀한 남자",Frauenliebe und Leben,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Schumann, Robert",1810,1856,Op. 42,3,"Ich kann's nicht fassen, nicht glauben","나는 이해할 수도, 믿을 수도 없네",Frauenliebe und Leben,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Schumann, Robert",1810,1856,Op. 42,4,Du Ring an meinem Finger,내 손에 낀 반지여,Frauenliebe und Leben,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Schumann, Robert",1810,1856,Op. 42,5,"Helft mir, ihr Schwestern","날 좀 도와줘, 자매들아",Frauenliebe und Leben,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Schumann, Robert",1810,1856,Op. 42,6,"S_ßer Freund, du blickest mich verwundert an","다정한 남자, 놀라며 나를 보네",Frauenliebe und Leben,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Schumann, Robert",1810,1856,Op. 42,7,"An meinem Herzen, an meiner Brust","내 마음에, 내 가슴에",Frauenliebe und Leben,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Schumann, Robert",1810,1856,Op. 42,8,Nun hast du mir den ersten Schmerz getan,당신은 내게 처음으로 고통을 주었어요,Frauenliebe und Leben,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Obradors, Fernando",1897,1945,Vol. III,,Tres morillas,,Canciones Cl_sicas Espa_olas,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Obradors, Fernando",1897,1945,Vol. III,,"¡Oh, que buen amor, saber yoglar!",,Canciones Cl_sicas Espa_olas,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Obradors, Fernando",1897,1945,Vol. III,,La guitarra sin prima,,Canciones Cl_sicas Espa_olas,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Obradors, Fernando",1897,1945,Vol. III,,Aquel sombrero de monte,,Canciones Cl_sicas Espa_olas,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Obradors, Fernando",1897,1945,Vol. III,,Polo del contrabandista,,Canciones Cl_sicas Espa_olas,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Obradors, Fernando",1897,1945,Vol. III,,El vito,,Canciones Cl_sicas Espa_olas,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
",,,,,,intermission,,,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Wolf, Hugo",1860,1903,,1,Heiß mich nicht reden,,Mignon Lieder,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Wolf, Hugo",1860,1903,,2,Nur wer die Sehnsucht kennt,,Mignon Lieder,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Wolf, Hugo",1860,1903,,3,"So laßt mich scheinen, bis ich werde",,Mignon Lieder,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Wolf, Hugo",1860,1903,,4,Kennst du das Land,,Mignon Lieder,,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Mozart, Wolfgang Amadeus",1756,1791,,,Temerari... Come scoglio immoto resta,,,Cos_ fan tutte,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
1,240629,70(15),금호영아티스트콘서트 소프라노 장지혜 독창회,,,소프라노,장지혜,정수진,한국예술종합학교,"
","Nicolai, Otto",1810,1849,,,"Nun eilt herbei, Witz, Heit’re Laune",,,Die lustigen Weiber von Windsor,,,19:30,서울,금호아트홀 연세,"10,000","10,000",금호문화재단,"



",https://tickets.interpark.com/goods/24002912
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 965,,Der Hirt auf dem Felsen,,,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 882,,Im Fr_hling,,,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 257,,Heidenr_slein,,,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 633,,Der Schmetterling,,,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 691,,Die V_gel,,,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 586,,Erlafsee,,,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
",,,,,,intermission,,,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 321,,Nur wer die Sehnsucht kennt,,Wilhelm Meister,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 877-2,,"Heiß mich nicht reden, heiß mich schweigen",,Wilhelm Meister,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 877-3,,"So laßt mich scheinen, bis ich werde",,Wilhelm Meister,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 877-4,,Nur wer die Sehnsucht kennt,,Wilhelm Meister,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 118,,Gretchen am Spinnrade,,,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 564,,Gretchens Bitte,,,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
2,240625,110(15),소프라노 장은진 독창회,,,소프라노,장은진,박형진,서울대학교,"미국
","Schubert, Franz",1797,1828,D. 328,,Erlk_nig,마왕,,,,,19:30,서울,페리지홀,"30,000","30,000",MYART Company,"Corea Art
MYART Company


",https://tickets.interpark.com/goods/24006630
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
","Schumann, Robert",1810,1856,Op. 25,1,Widmung,,Myrthen,,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
","Schumann, Robert",1810,1856,Op. 25,3,Der Nußbaum,,Myrthen,,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
","Schumann, Robert",1810,1856,Op. 25,7,Die Lotosblume,,Myrthen,,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
","Strauss, Richard",1864,1949,Op. 27,1,"Ruhe, meine Seele!","Rest thee, my Soul",Vier Lieder,,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
","Strauss, Richard",1864,1949,Op. 27,2,C_cilie,Cecilia,Vier Lieder,,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
","Strauss, Richard",1864,1949,Op. 27,3,Heimliche Aufforderung,The Lover's Pledge,Vier Lieder,,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
","Strauss, Richard",1864,1949,Op. 27,4,Morgen!,Tomorrow!,Vier Lieder,,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
","Weber, Carl Maria von",1786,1826,,,Wie nahte mir der Schlummer,,,Der Freisch_tz,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
",,,,,,intermission,,,,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
",윤학준,1973,0,,,잔향,,,,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
",이안삼,1943,2021,,,그대가 꽃이라면,,,,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
","Mozart, Wolfgang Amadeus",1756,1791,,,Come scoglio immoto resta,,,Cos_ fan tutte,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
3,240625,90(15),소프라노 서보란 독창회,,,소프라노,서보란,홍청의,성신여자대학교,"독일
","Cilea, Francesco",1866,1950,,,Io son l'umile ancella,,,Adriana Lecouvreur,,,19:30,서울,금호아트홀 연세,"30,000","15,000",유니코 예술기획,"성신여자대학교 음악대학
독일 데트몰트 국립음대 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006711
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Bellini, Vincenzo",1801,1835,,6,Ma rendi pur contento,,Sei Ariette,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Bellini, Vincenzo",1801,1835,,1,"Malinconia, Ninfa gentile",,Sei Ariette,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Donizetti, Gaetano",1797,1848,,,Me voglio fa’na casa,,,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Donizetti, Gaetano",1797,1848,,,L'amor funesto,,,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Verdi, Giuseppe",1813,1901,,,Ad una stella,,,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Verdi, Giuseppe",1813,1901,,,L’esule,,,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Verdi, Giuseppe",1813,1901,,,Ah! s_ ben dite...Tutto parea sorridere,,,Il Corsaro,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Tosti, Francesco Paolo",1846,1916,,1,Lasciami! Lascia ch'io respiri,,Quattro canzoni d'Amaranta,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Tosti, Francesco Paolo",1846,1916,,2,L'alba sep_ra dalla luce l'ombra,새벽은 빛으로 어둠을 가르고,Quattro canzoni d'Amaranta,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Tosti, Francesco Paolo",1846,1916,,3,In van preghi,,Quattro canzoni d'Amaranta,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Tosti, Francesco Paolo",1846,1916,,4,"Che dici, o parola del Saggio?",,Quattro canzoni d'Amaranta,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Denza, Luigi",1846,1922,,,Se...,,,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Denza, Luigi",1846,1922,,,Occhi di fata,선녀의 두 눈,,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Puccini, Giacomo",1858,1924,,,Terra e mare,,,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Puccini, Giacomo",1858,1924,,,Ment_a l'avviso,,,,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
4,240621,90(15),테너 최용석 독창회,,,테너,최용석,김소강,연세대학교,"이탈리아
","Verdi, Giuseppe",1813,1901,,,Oh! fede negar potessi agl'iocchi miei!...Quando le sere al placido,,,Luisa Miller,,,19:30,서울,영산아트홀,"30,000","15,000",유니코 예술기획,"연세대학교 음악대학 동창회
파르마 국립음악원 동문회
명지대학교 콘서바토리

",https://tickets.interpark.com/goods/24006991
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아",김규환,1925,2011,,,님이 오시는지,,,,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아","Gluck, Christoph Willibald",1714,1787,Wq.39,,O del mio dolce ardor,오 나의 사랑,,,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아",김진우,1978,,,,안면도,,,,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아","Denza, Luigi",1846,1922,,,Occhi di fata,선녀의 두 눈,,,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아",윤용하,1922,1965,,,보리밭,,,,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아",,,,,,intermission,,,,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아","Catalani, Alfredo",1854,1893,,,E'bben ne andro lontana,,,La Wally,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아","Luzzi, Luigi",1824,1876,Op.80,,Ave Maria,아베 마리아,,,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아",장일남,1932,2006,,,기다리는 마음,,,,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아",김동환,1937,2020,,,그리운 마음,,,,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아",임긍수,1949,,,,망부석,,,,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
5,240620,75(15),바리톤 양기철 독창회 서산,,,바리톤,양기철,백미옥,목원대학교,"이탈리아
러시아","Gastaldon, Stanislao",1861,1939,Op.5,,Musica Probita,금지된 노래,,,,,19:30,서산,서산문화원,"10,000","10,000",,"



",https://tickets.interpark.com/goods/24007186
6,240629,90(15),메조소프라노 최승윤 독창회,,,메조소프라노,최승윤,정호정,서울대학교,"영국
러시아","H_ndel, George Frideric",1685,1759,,,Ombra mai fu,그리운 나무 그늘이여,,Serse,,,19:30,서울,예술의전당 IBK챔버홀,"30,000","15,000",유니코예술기획,"서울대학교 성악과 동창회
영국 왕립음악원 동문회


",https://tickets.interpark.com/goods/24006929
6,240629,90(15),메조소프라노 최승윤 독창회,,,메조소프라노,최승윤,정호정,서울대학교,"영국
러시아","H_ndel, George Frideric",1685,1759,,,Sta nell’Ircana pietrosa tana,,,Alcina,,,19:30,서울,예술의전당 IBK챔버홀,"30,000","15,000",유니코예술기획,"서울대학교 성악과 동창회
영국 왕립음악원 동문회


",https://tickets.interpark.com/goods/24006929
6,240629,90(15),메조소프라노 최승윤 독창회,,,메조소프라노,최승윤,정호정,서울대학교,"영국
러시아","H_ndel, George Frideric",1685,1759,,,Dopo notte,,,Ariodante,,,19:30,서울,예술의전당 IBK챔버홀,"30,000","15,000",유니코예술기획,"서울대학교 성악과 동창회
영국 왕립음악원 동문회


",https://tickets.interpark.com/goods/24006929
6,240629,90(15),메조소프라노 최승윤 독창회,,,메조소프라노,최승윤,정호정,서울대학교,"영국
러시아","Mozart, Wolfgang Amadeus",1756,1791,,,"Parto, ma tu, ben mio",,,La Clemenza di Tito,,,19:30,서울,예술의전당 IBK챔버홀,"30,000","15,000",유니코예술기획,"서울대학교 성악과 동창회
영국 왕립음악원 동문회


",https://tickets.interpark.com/goods/24006929
6,240629,90(15),메조소프라노 최승윤 독창회,,,메조소프라노,최승윤,정호정,서울대학교,"영국
러시아",,,,,,intermission,,,,,,19:30,서울,예술의전당 IBK챔버홀,"30,000","15,000",유니코예술기획,"서울대학교 성악과 동창회
영국 왕립음악원 동문회


",https://tickets.interpark.com/goods/24006929
