keywords,year,_PerformingDate,_Title,_Program,_Time,_RunningTime,_Location,_Venue,_Country,_ProgramURL,id
"Alexander von Zemlinsky, Felix Mendelssohn, Gabriel Fauré, Joseph Haydn, Otto Nicolai, Sergei Rachmaninoff",24년 1월,2024. 01. 16,소프라노 최재연 독창회,"#### Haydn, Joseph (1732-1809)
Mass  7. Benedictus

#### Mendelssohn, Felix (1809-1847)
6 Gesänge, Op.47 : 5. Der Blumenstrauss
6 Gesänge, Op.19a : 4. Neue Liebe
12 Gesänge, Op.8 : 8. Andres Maienlied (Hexenlied)

#### Fauré, Gabriel (1845-1924)
Op58 : 1 Mandoline
Op46 : 2 Clair de lune
3 Mélodies, Op.23 : 2. Notre amour

#### Intermission


#### Zemlinsky, Alexander von (1871-1942)
WalzerGesänge, Op.6 : 1. Liebe Schwalbe
WalzerGesänge, Op.6 : 2. Klagen ist der Mond gekommen
WalzerGesänge, Op.6 : 3. Fensterlein, nachts bist du zu
WalzerGesänge, Op.6 : 4. Ich geh’ des Nachts
WalzerGesänge, Op.6 : 5. Blaues Sternlein
WalzerGesänge, Op.6 : 6. Briefchen schrieb ich

#### Rachmaninoff, Sergei (1873-1943)
Op21 : 5 Сирень (라일락)
Op21 : 7 Здесь хорошо
Op14 : 11 Весенние воды (봄의 격류)

#### Nicolai, Otto (1810-1849)
Nun eilt herbei, Witz, Heit’re Laune
_From Opera, Die lustigen Weiber von Windsor_",19:30,90분(인터미션: 15분),서울,영산아트홀,"오스트리아
독일",[웹사이트](https://tickets.interpark.com/goods/23009391),79
"Alban Berg, Francesco Paolo Tosti, Franz Schubert, Giuseppe Verdi, Johannes Brahms, Ludwig van Beethoven, Pyotr Ilyich Tchaikovsky, Robert Schumann, Vincenzo Bellini, 강신향, 김동진, 이철우",24년 1월,2024. 01. 17,바리톤 윤혁진 독창회,"#### Schumann, Robert (1810-1856)
Op 25 : 24 Du bist Wie eine Blume

#### Schubert, Franz (1797-1828)
Schwanengesang, D.957 : 4. Ständchen

#### Beethoven, Ludwig van (1770-1827)
S315 :  Ich liebe dich

#### Brahms, Johannes (1833-1897)
Op43 : 2 Die mainacht

#### Berg, Alban (1885-1935)
Geliebte Schoene

#### Tchaikovsky, Pyotr Ilyich (1840-1893)
6 Romances Op. 6  4. Net. Tolko tot Kto znal

#### Tosti, Francesco Paolo (1846-1916)
Ideale (이상)
'A vucchella

#### Intermission


#### 김동진 (1913-2009)
가고파

#### 이철우 (0-0)
박연폭포
빼앗긴 들에도 봄은 오는가

#### 강신향 (0-0)
보름달
흰눈

#### Bellini, Vincenzo (1801-1835)
Ah! per sempre io ti perdei
_From Opera, I Puritani_

#### Verdi, Giuseppe (1813-1901)
Di provenza il mar il suol
_From Opera, La Traviata_",19:30,90분(인터미션: 15분),서울,영산아트홀,"이탈리아
독일",[웹사이트](https://tickets.interpark.com/goods/23018468),78
"Antonio Vivaldi, Benjamin Britten, Hugo Wolf, Jules Massenet, Richard Strauss, Wolfgang Amadeus Mozart",24년 1월,2024. 01. 18,소프라노 배보람 독창회,"#### Vivaldi, Antonio (1678-1741)
Nulla in mundo pax sincera, RV 630, RV 630 : 1. Nulla in mundo pax sincera

#### Wolf, Hugo (1860-1903)
Verschwiegene Liebe
Nimmersatte Liebe
Der Knabe und das Immlein
D544 :  Ganymed

#### Massenet, Jules (1842-1912)
Je marche sur tous les chemins... Obéissons Quand Leur Voix Appelle (Gavotte)
_From Opera, Manon_

#### Intermission


#### Strauss, Richard (1864-1949)
Drei Lieder der Ophelia, Op. 67 : 1. Wie erkenn ich mein Treulieb vor andern nun?
Drei Lieder der Ophelia, Op. 67 : 2. Guten Morgen,'S ist Sankt Valentinstag
Drei Lieder der Ophelia, Op. 67 : 3. Sie trugen ihn auf der Bahre bloß

#### Britten, Benjamin (1913-1976)
On this island, Op. 11 : 1. Let the florid music praise (화려한 음악으로 찬양하라!)
On this island, Op. 11 : 2. Now the leaves are falling fast (낙엽이 우수수 떨어지네)
On this island, Op. 11 : 3. Seascape (바다풍경)
On this island, Op. 11 : 5. As it is, plenty (그것으로 충분해)

#### Mozart, Wolfgang Amadeus (1756-1791)
K620 :  O zittre nicht mein lieber Sohn
_From Opera, Die Zauberflöte_",19:30,115분(인터미션: 15분),서울,세종문화회관 체임버홀,"독일
독일",[웹사이트](https://tickets.interpark.com/goods/P0003720),77
"Claude Debussy, Gabriel Fauré, Gioacchino Rossini, Hector Berlioz, Ildebrando Pizzetti, Johann Sebastian Bach, Joseph Marx, Ralph Vaughan Williams, Émile Paladilhe",24년 1월,2024. 01. 18,테너 석승권 독창회,"#### Bach, Johann Sebastian (1685-1750)
BWV 55 : 2 Ich habe wider Gott gehandelt (내가 하나님의 마음을 상하게 하였고)
_From Cantata Ich Arme Mench_
BWV 55 : 3 Erbarme dich! (자비를 베푸소서 주여)
_From Cantata Ich Arme Mensch_

#### Berlioz, Hector (1803-1869)
Op 25 : 1 Dans la crèche en ce temps Jésus venait de naître
_From Oratorio, L’enfance du Christ_
Op 25 : 2 Le repos de la Sainte Famille : Les pélerins étant venus
_From Oratorio, L’enfance du Christ_
Op 25 : 3 Epilogue
_From Oratorio, L’enfance du Christ_

#### Williams, Ralph Vaughan (1872-1958)
Lord, Come Away!
Who is this fair one?
Come Love, Come Lord
Evening Hymn

#### Intermission


#### Rossini, Gioacchino (1792-1868)
L’esule

#### Pizzetti, Ildebrando (1880-1968)
I Pastori (목자들)

#### Fauré, Gabriel (1845-1924)
Nell

#### Paladilhe, Émile (1884-1926)
Op8 :  Psyché

#### Marx, Joseph (1882-1964)
Op72 : 1 Nocturne
Hat dich die Liebe berührt

#### Debussy, Claude (1862-1918)
Récit et Air. Ces airs joyeux… O temps, à jamais effacé
_From Cantata L’enfant prodigue_",19:30,90분(인터미션: 15분),서울,영산아트홀,"이탈리아
독일",[웹사이트](https://tickets.interpark.com/goods/23018692),76
Gabriel Fauré,24년 1월,2024. 01. 26,바리톤 최윤성 독창회,"#### Fauré, Gabriel (1845-1924)
Op4 :  Lydia
Après un Rêve
An bord de l'eau (물가에서)
3 Mélodies, Op.23 : 1. Les Berceaux (요람)
Op7 :  Aurore
Chanson d’amour
Poème d'un Jour, Op. 21 : 1. Rencontre
Poème d'un Jour, Op. 21 : 2. Toujours
Poème d'un Jour, Op. 21 : 3. Adieu
Op8 :  Icibas
Les roses d’Ispahan
Op13 :  Clair de lune
En Sorudine
CD 43 ; L 29 :  Mandoline",20:00,60분(인터미션: 5분),서울,아트홀,"프랑스
독일",[웹사이트](https://tickets.interpark.com/goods/24000001),75
"Ben Moore, Fernando Obradors, Francis Poulenc, Ludwig van Beethoven, Pyotr Ilyich Tchaikovsky, Stefano Donaudy",24년 1월,2024. 01. 30,테너 조사무엘 귀국 독창회,"#### Beethoven, Ludwig van (1770-1827)
An die Ferne Geliebte, Op.98 : 1. Auf dem Hügel sitz ich spähend
An die Ferne Geliebte, Op.98 : 2. Wo die Berge so blau
An die Ferne Geliebte, Op.98 : 3. Leichte Segler in den Höhen
An die Ferne Geliebte, Op.98 : 4. Diese Wolken in den Höhen
An die Ferne Geliebte, Op.98 : 5. Es kehret der Maien, es blühet die Au
An die Ferne Geliebte, Op.98 : 6. Nimm sie hin denn, diese Lieder

#### Donaudy, Stefano (1879-1925)
Amorosi miei giorni
Sento nel core
O del mio amato ben

#### Obradors, Fernando (1897-1945)
Canciones Clásicas Españolas, Vol. I : . La mi sola, Laureola (나의 모든 것, 라우레올라)
Canciones Clásicas Españolas, Vol. I : . Corazón porqué pasáis? (마음이 흘러가네)
Canciones Clásicas Españolas, Vol. I : . Del Cabello más sutil (부드러운 머릿결)
Canciones Clásicas Españolas, Vol. III : . El vito (엘 비또)

#### Intermission


#### Poulenc, Francis (1899-1963)
Banalités, FP 107 : 1. Chanson d’Orkenise (오르케니즈의 노래)
Banalités, FP 107 : 2. Hôtel (호텔)
Banalités, FP 107 : 3. Fagnes de Wallonie (발로니 공원)
Banalités, FP 107 : 4. Voyage à Paris (파리로의 여행)
Banalités, FP 107 : 5. Sanglots (흐느낌)

#### Moore, Ben
See How a Flower Blossoms
Where Has Summer Gone?
Let the Walls Fall Down

#### Tchaikovsky, Pyotr Ilyich (1840-1893)
Куда, куда, куда вы удалились (Lensky's Aria)
_From Opera, Eugene Onegin_",19:30,90분(인터미션: 15분),서울,세종문화회관 체임버홀,"미국
독일",[웹사이트](https://tickets.interpark.com/goods/P0003748),74
"Clara Schumann, Robert Schumann",24년 2월,2024. 02. 04,소프라노 이윤정 독창회 인천,"#### Schumann, Robert (1810-1856)
Dichterliebe, Op.48 : 1. Im wunderschönen Monat Mai (아름다운 5월에)
Dichterliebe, Op.48 : 2. Aus meinen Tränen sprießen (나의 눈물에서)
Dichterliebe, Op.48 : 3. Die Rose, die Lilie, die Taube, die Sonne (장미, 백합, 비둘기)
Dichterliebe, Op.48 : 4. Wenn ich in deine Augen seh (당신의 눈동자를 바라볼 때)
Dichterliebe, Op.48 : 5. Ich will meine Seele tauchen (나의 영혼을 깊히 적시리)
Dichterliebe, Op.48 : 6. Im Rhein, im heiligen Strome (라인 강에, 성스런 강물에)
Dichterliebe, Op.48 : 7. Ich grolle nicht (나는 원망하지 않으리)
Dichterliebe, Op.48 : 8. Und wüßten’s die Blumen, die kleinen (꽃들이 알았더라면)
Dichterliebe, Op.48 : 9. Das ist ein Flöten und Geigen (플루트와 바이올린)
Dichterliebe, Op.48 : 10. Hör ich das Liedchen klingen (그 노래를 들을 때면)
Dichterliebe, Op.48 : 11. Ein Jüngling liebt ein Mädchen (한 청년은 한 소녀를 사랑하고)
Dichterliebe, Op.48 : 12. Am leuchtenden Sommermorgen (눈부신 여름 아침에)
Dichterliebe, Op.48 : 13. Ich hab’ im Traum geweinet (나는 꿈속에서 울었네)
Dichterliebe, Op.48 : 14. Allnächtlich im Traume (밤마다 꿈속에)
Dichterliebe, Op.48 : 15. Aus alten Märchen (옛 동화 속에서)
Dichterliebe, Op.48 : 16. Die alten, bösen Lieder (낡은, 몹쓸 노래들)

#### Intermission


#### Schumann, Clara (1819-1896)
3 Lieder, Op.12 : 1. Er ist gekommen in Sturm und Regen
3 Lieder, Op.12 : 2. Liebst du um Schönheit
3 Lieder, Op.12 : 3. Warum willst du and're fragen

#### Schumann, Robert (1810-1856)
Frauenliebe und Leben, Op. 42 : 1. Seit ich ihn gesehen (그를 본 후로)
Frauenliebe und Leben, Op. 42 : 2. Er, der Herrlichste von allen (그, 가장 고귀한 남자)
Frauenliebe und Leben, Op. 42 : 3. Ich kann's nicht fassen, nicht glauben (나는 이해할 수도, 믿을 수도 없네)
Frauenliebe und Leben, Op. 42 : 4. Du Ring an meinem Finger (내 손에 낀 반지여)
Frauenliebe und Leben, Op. 42 : 5. Helft mir, ihr Schwestern (날 좀 도와줘, 자매들아)
Frauenliebe und Leben, Op. 42 : 6. Süßer Freund, du blickest mich verwundert an (다정한 남자, 놀라며 나를 보네)
Frauenliebe und Leben, Op. 42 : 7. An meinem Herzen, an meiner Brust (내 마음에, 내 가슴에)
Frauenliebe und Leben, Op. 42 : 8. Nun hast du mir den ersten Schmerz getan (당신은 내게 처음으로 고통을 주었어요)",19:30,80분(인터미션: 15분),인천,엘림아트센트 엘림홀,"미국
독일",[웹사이트](http://elimartcenter.co.kr/sub/performance/guide_view.asp?b_idx=1040),73
"Claude Debussy, George Frideric Händel, Johann Strauss Jr, René Eespere, Richard Strauss, Sergei Rachmaninoff, Wolfgang Amadeus Mozart, 안정준",24년 2월,2024. 02. 07,소프라노 박보라 귀국 독창회,"#### Händel, George Frideric (1685-1759)
Mi palpita il cor, HWV 132 : . Mi palpita... agitata è l'alma mia
Mi palpita il cor, HWV 132 : . Tormente e gelosia
Mi palpita il cor, HWV 132 : . Ho tanti affanni in petto
Mi palpita il cor, HWV 132 : . Clori, di te mi lagno
Mi palpita il cor, HWV 132 : . Se un di m'adora

#### Mozart, Wolfgang Amadeus (1756-1791)
Great Mass in c minor, K. 427 : . Et incarnatus est

#### Strauss, Richard (1864-1949)
Ich bin Euer Liebden: Sophie's aria
_From Opera, Der Rosenkavalier_

#### Intermission


#### Debussy, Claude (1862-1918)
Nuit d'étoiles
Pierrot

#### Rachmaninoff, Sergei (1873-1943)
Op 34 : 14 Vocalise
Op 4 : 4 Не пой красавица при мне (노래하지 마오, 아름다운 여인이여)

#### Eespere, René
Ärkamise aeg (Awakening)

#### 안정준 (1929-2009)
아리 아리랑

#### Strauss Jr, Johann (1925-1899)
Op410 :  Frühlingsstimmen (봄의 소리)",19:30,100분(인터미션: 15분),서울,세종문화회관 체임버홀,"독일
독일",[웹사이트](https://tickets.interpark.com/goods/P0003755),72
"Antonín Dvořák, Georges Bizet, Giacomo Puccini, Gioacchino Rossini, Giuseppe Verdi, 신귀복, 홍난파",24년 2월,2024. 02. 07,소프라노 전혜영 귀국 독창회,"#### Rossini, Gioacchino (1792-1868)
Di mia vita infelice… No, che il morir non è
_From Opera, Tancredi_

#### Puccini, Giacomo (1858-1924)
Donde lieta uscì
_From Opera, La Bohème_
Signore, ascolta
_From Opera, Turandot_

#### Dvořák, Antonín (1841-1904)
Měsíčku na nebi hlubokém (Song to the Moon)
_From Opera, Rusalka_

#### Intermission


#### Bizet, Georges (1838-1875)
Je dis que rien ne m'épouvante

#### Puccini, Giacomo (1858-1924)
Sola, perduta, abbandonata
_From Opera, Manon Lescaut_

#### Verdi, Giuseppe (1813-1901)
Teneste la promessa… Addio del passato
_From Opera, La Traviata_

#### Puccini, Giacomo (1858-1924)
Un bel dì, vedremo
_From Opera, Madama Butterfly_

#### 신귀복 (1937-0)
얼굴

#### 홍난파 (1898-1941)
고향의 봄",19:30,80분(인터미션: 15분),대전,예술의전당 앙상블홀,"이탈리아
독일",[웹사이트](https://tickets.interpark.com/goods/24000626),71
"Adolphe Adam, André Messager, Antonín Dvořák, Eduard Künneke, Emmanuel Chabrier, Giacomo Puccini, Giuseppe Verdi, Libby Larsen, Sergei Prokofiev, Vincenzo Bellini, Wolfgang Amadeus Mozart",24년 2월,2024. 02. 16,소프라노 김민지 독창회,"#### Bellini, Vincenzo (1801-1835)
Vaga luna che i nargenti

#### Verdi, Giuseppe (1813-1901)
Ad una stella

#### Puccini, Giacomo (1858-1924)
Sole e amore

#### Chabrier, Emmanuel (1841-1894)
Op40 :  Romance de l'Étoile
_From Opera, L'Étoile_

#### Mozart, Wolfgang Amadeus (1756-1791)
K538 :  Ah se in ciel benigne stelle

#### Dvořák, Antonín (1841-1904)
Měsíčku na nebi hlubokém (Song to the Moon)
_From Opera, Rusalka_

#### Intermission


#### Prokofiev, Sergei (1891-1953)
Солнце комнату наполнило
Память о солнце

#### Künneke, Eduard (1885-1953)
Strahlender Mond
_From Opera, Der Vetter aus Dingsda_

#### Messager, André (1853-1929)
Le jour sous le soleil béni
_From Opera, Madame Chrysanthème_

#### Larsen, Libby
Clair’s aria
_From Opera, Clair de lune_

#### Adam, Adolphe (1803-1853)
K265  :  Ah! vous dirai-je maman (아, 엄마에게 말하겠어요)
_From Opera, Le Toreador_",19:30,90분(인터미션: 15분),서울,예술의전당 IBK챔버홀,"이탈리아
독일",[웹사이트](https://tickets.interpark.com/goods/24000677),70
"Franz Schubert, Gabriel Fauré, Giacomo Puccini, Giuseppe Verdi, Richard Strauss, Richard Wagner",24년 2월,2024. 02. 20,소프라노 정주희 독창회 경기,"#### Schubert, Franz (1797-1828)
D686 :  Frühlingsglaube (봄의 신앙)
D239 :  Liebe schwärmt auf allen Wegen
D531 :  Der Tod und das Mädchen

#### Fauré, Gabriel (1845-1924)
Après un Rêve
3 Mélodies, Op.23 : 1. Les Berceaux (요람)
3 Mélodies, Op.23 : 2. Notre amour

#### Strauss, Richard (1864-1949)
Op 17 : 2 Ständchen (세레나데)
Op4 :  Nacht
Vier Lieder, Op. 27 : 1. Ruhe, meine Seele! (Rest thee, my Soul)
Vier Lieder, Op. 27 : 2. Cäcilie (Cecilia)

#### Puccini, Giacomo (1858-1924)
Signore, ascolta!
_From Opera, Turandot_
Eglì col cuore grosso .... Un bel dì, vedremo
_From Opera, Madama Butterfly_

#### Intermission


#### Wagner, Richard (1813-1883)
Wesendonck Lieder  Der Engel
Wesendonck Lieder  Stehe still
Wesendonck Lieder  Im Treibhaus
Wesendonck Lieder  Schmerzen
Wesendonck Lieder  Träume

#### Verdi, Giuseppe (1813-1901)
È strano!... Ah, fors’è lui... Sempre libera
_From Opera, La Traviata_",19:30,80분(인터미션: 15분),경기,티엘아이 아트센터,"독일
독일",[웹사이트](https://tickets.interpark.com/goods/24001365),69
"Carlo Innocenzi, Erik Satie, Franco Pisano, Margaret Bonds, 심연주, 이권희, 정환호, 조영준",24년 2월,2024. 02. 22,소프라노 박동희 독창회,"#### Bonds, Margaret (1913-1972)
He's got the whole world in his hand

#### 정환호 (0-0)
어려운 일 당할 때
저 장미꽃 위에 이슬
내 주를 가까이

#### 심연주 (0-0)
걸어다니는 사랑

#### 이권희 (0-0)
내 삶의 이유라

#### 조영준 (0-0)
물 위를 걷는 자

#### Intermission


#### Satie, Erik (1866-1925)
La diva de l'Empire

#### 심연주 (0-0)
달빛 아래
귀천

#### Pisano, Franco (1922-1977)
Balada de la trompeta

#### Innocenzi, Carlo (1899-1962)
Addio, Sogni di gloria",19:30,90분(인터미션: 15분),서울,영산아트홀,"이탈리아
독일",[웹사이트](https://tickets.interpark.com/goods/24000798),68
"Alessandro Scarlatti, Francesco Cilea, Franz Schubert, Gioacchino Rossini, Vincenzo Bellini, 이원주",24년 2월,2024. 02. 22,소프라노 차소용 독창회,"#### Scarlatti, Alessandro (1660-1725)
Caldo Sangue
_From Oratorio, Il sedecia, Re di Gerusalemme_

#### Bellini, Vincenzo (1801-1835)
L'abbandono
Malinconia, Ninfa gentile
Eccomi in lieta vesta ... Oh! quante volte
_From Opera, I Capuleti e i Montecchi_

#### Rossini, Gioacchino (1792-1868)
La regata veneziana  Anzoleta avanti la regata (경기 전의 안졸레타)
La regata veneziana  Anzoleta co passa la regata (경기 중의 안졸레타)
La regata veneziana  Anzoleta dopo la regata (경기가 끝난 후의 안졸레타)
Soirées musicales  L'invito

#### Intermission


#### 이원주 (1980-0)
나뭇잎배
엄마야 누나야

#### Schubert, Franz (1797-1828)
Wilhelm Meister, D. 877 : . Nur wer die Sehnsucht kennt
Wilhelm Meister, D. 877 : . Heiß mich nicht reden, heiß mich schweigen
Wilhelm Meister, D. 877 : . So laßt mich scheinen, bis ich werde
Wilhelm Meister, D. 877 : . Nur wer die Sehnsucht kennt

#### Cilea, Francesco (1866-1950)
Poveri fiori
_From Opera, Adriana Lecouvreur_",19:30,90분(인터미션: 15분),서울,예술의전당 리사이틀홀,"이탈리아
독일",[웹사이트](https://tickets.interpark.com/goods/24001204),67
"Francis Poulenc, Giuseppe Verdi, Gustav Mahler, Richard Wagner, 이재문",24년 2월,2024. 02. 22,바리톤 정승기 독창회,"#### Mahler, Gustav (1860-1911)
Lieder eines fahrenden Gesellen
RückertLieder

#### Verdi, Giuseppe (1813-1901)
Ciel! mio Padre!
_From Opera, Aida_

#### Poulenc, Francis (1899-1963)
Chansons gaillardes

#### Intermission


#### 이재문
줄탁

#### Wagner, Richard (1813-1883)
Blick ich umher in diesem edlen Kreise
_From Opera, Tannhäuser_
O du mein holder abendstern (저녁별의 노래)
_From Opera, Tannhäuser_

#### Verdi, Giuseppe (1813-1901)
Udiste?... Mira di acerbe lagrime
_From Opera, Il Trovatore_",19:30,100분(인터미션: 20분),서울,예술의전당 IBK챔버홀,"독일
독일",[웹사이트](https://tickets.interpark.com/goods/24001254),66
"Clara Schumann, Joseph Haydn, Jules Massenet, Ottorino Respighi, Pauline Viardot",24년 2월,2024. 02. 26,소프라노 오혜승 귀국 독창회,"#### Haydn, Joseph (1732-1809)
Hob XXVIa:25 :  The Mermaid's Song
Hob XXVla:27 :  A Pastoral Song
Hob XXVla:34 :  She never told her love
Hob XXVIa:41 :  The Spirit's Song

#### Schumann, Clara (1819-1896)
Sechs Lieder, Op.13 : 1. Ich stand in dunklen Träumen (어두운 꿈속에 서 있었네)
Sechs Lieder, Op.13 : 2. Sie liebten sich beide (그들은 서로 사랑했네)
Sechs Lieder, Op.13 : 3. Die Liebe sass als Nachtigall (사랑의 마법)
Sechs Lieder, Op.13 : 4. Der Mond kommt still gegangen (달은 고요히 떠오르고)
Sechs Lieder, Op.13 : 5. Ich hab’ in Deinem Auge (나 그대의 눈 속에서)
Sechs Lieder, Op.13 : 6. Die stille Lotosblume (고요한 연꽃)

#### Intermission


#### Viardot, Pauline (1821-1910)
VWV 1139 :  Lamento
Fleur desséchée

#### Respighi, Ottorino (1879-1936)
4 Rispetti toscani, P.103 : . Quando nasceste voi
4 Rispetti toscani, P.103 : . Venitelo a vedere 'l mi' piccino
4 Rispetti toscani, P.103 : . Viene di là, lontan lontano
4 Rispetti toscani, P.103 : . Razzolan, sopra a l'aja, le galline

#### Massenet, Jules (1842-1912)
Adieu, notre petite table
_From Opera, Manon_",19:30,90분(인터미션: 15분),서울,금호아트홀 연세,"이탈리아
독일",[웹사이트](https://tickets.interpark.com/goods/24001036),65
"Francesco Paolo Tosti, Franz Schubert, Gabriel Fauré, Richard Strauss, Roger Quilter, Vincenzo Bellini, 김주원",24년 2월,2024. 02. 29,바리톤 박종대 귀국 독창회,"#### Schubert, Franz (1797-1828)
D 489 :  Der Wanderer (방랑자)

#### Bellini, Vincenzo (1801-1835)
Sei Ariette  1. Malinconia Ninfa gentile
Sei Ariette  2. Vanne o rosa fortunata
Sei Ariette  6. Ma rendi pur contento

#### Fauré, Gabriel (1845-1924)
Poème d'un Jour, Op. 21 : 1. Rencontre
Poème d'un Jour, Op. 21 : 2. Toujours
Poème d'un Jour, Op. 21 : 3. Adieu

#### Strauss, Richard (1864-1949)
Letzte Blätter, Op. 10 : . Zueignung
Letzte Blätter, Op. 10 : . Nichts
Letzte Blätter, Op. 10 : . Allerseelen

#### Intermission


#### Quilter, Roger (1877-1953)
Three Shakespeare Songs, Op. 6 : 1. Come Away, Death
Three Shakespeare Songs, Op. 6 : 2. O Mistress mine
Three Shakespeare Songs, Op. 6 : 3. Blow, Blow, Thou Winter Wind

#### Tosti, Francesco Paolo (1846-1916)
Quattro canzoni d'Amaranta  1. Lasciami! Lascia ch'io respiri
Quattro canzoni d'Amaranta  2. L'alba sepàra dalla luce l'ombra (새벽은 빛으로 어둠을 가르고)
Quattro canzoni d'Amaranta  3. In van preghi
Quattro canzoni d'Amaranta  4. Che dici o parola del Saggio?

#### 김주원 (0-0)
연꽃 만나고 가는 바람같이",19:30,90분(인터미션: 15분),서울,영산아트홀,"이탈리아
독일",[웹사이트](https://tickets.interpark.com/goods/24001478),64
"Francesco Paolo Tosti, Franz Liszt, George Frideric Händel, Giuseppe Verdi, Gustav Mahler",24년 3월,2024. 03. 05,바리톤 송형빈 독창회,"#### Händel, George Frideric (1685-1759)
Judas Maccabaeus HWV 63, HWV 63 : . Arm, arm ye brave

#### Tosti, Francesco Paolo (1846-1916)
Quattro canzoni d'Amaranta  1. Lasciami! Lascia ch'io respiri
Quattro canzoni d'Amaranta  2. L'alba sepàra dalla luce l'ombra (새벽은 빛으로 어둠을 가르고)
Quattro canzoni d'Amaranta  3. In van preghi
Quattro canzoni d'Amaranta  4. Che dici o parola del Saggio?

#### Mahler, Gustav (1860-1911)
Lieder eines fahrenden Gesellen  1. Wenn mein Schatz Hochzeit macht (그녀의 결혼식 날)
Lieder eines fahrenden Gesellen  2. Ging heut’ Morgen über’s Feld (아침의 초원을 거닐며)
Lieder eines fahrenden Gesellen  3. Ich hab’ ein glühend Messer (나에게는 달아오른 이 칼이)
Lieder eines fahrenden Gesellen  4. Die zwei blauen Augen von meinem Schatz (내 마음에 있는 그녀의 푸른 눈동자)

#### Intermission


#### Liszt, Franz (1811-1886)
Tre Sonetti di Petrarca, S. 270 : 1. Pace non trovo
Tre Sonetti di Petrarca, S. 270 : 2. Benedetto sia ‘l giorno
Tre Sonetti di Petrarca, S. 270 : 3. I’ vidi in terra angelici costumi

#### Verdi, Giuseppe (1813-1901)
Morir! Tremenda cosa... Urna fatale del mio destino
_From Opera, La Forza del Destino_",19:30,90분(인터미션: 15분),서울,세종문화회관 체임버홀,"이탈리아
독일",[웹사이트](https://tickets.interpark.com/goods/P0003780),63
"George Frideric Händel, Georges Bizet, Giacomo Puccini, Landon Ronald, Reynaldo Hahn, Vincenzo Bellini",24년 3월,2024. 03. 08,소프라노 김윤아 독창회,"#### Händel, George Frideric (1685-1759)
HWV 17 :  Piangerò la sorte mia
_From Opera, Giulio Cesare_

#### Bellini, Vincenzo (1801-1835)
Sei Ariette  1. Malinconia Ninfa gentile
Sei Ariette  2. Vanne o rosa fortunata
Sei Ariette  3. Bella Nice che d’amore
Sei Ariette  4. Almen se non poss’io
Sei Ariette  5. Per pietà bell'idol mio
Sei Ariette  6. Ma rendi pur contento

#### Bizet, Georges (1838-1875)
Je dis que rien ne m'épouvante

#### Intermission


#### Hahn, Reynaldo (1874-1947)
Si mes vers avaient des ailes
D427 :  Mai
L'énamourée
Dans la nuit

#### Ronald, Landon (1873-1938)
A Cycle of Life  1. Prelude
A Cycle of Life  2. Down in the Forest (Spring)
A Cycle of Life  3. Love I have won you (Summer)
A Cycle of Life  4. The winds are calling (Autumn)
A Cycle of Life  5. The winds are calling (Autumn)

#### Puccini, Giacomo (1858-1924)
A Cycle of Life  Se come voi piccina io fossi
_From Opera, Le Villi_",19:30,90분(인터미션: 15분),서울,세종문화회관 체임버홀,"이탈리아
독일",[웹사이트](https://tickets.interpark.com/goods/P0003789),62
Gioacchino Rossini,24년 3월,2024. 03. 08,테너 김효종 독창회,"#### Rossini, Gioacchino (1792-1868)
Le Sylvain (숲의 요정)
Soirées musicales  La Promessa (약속)
Soirées musicales  Il rimprovero (책망)
Soirées musicales  La partenza (출발)
Soirées musicales  L’orgia (대향연)
Soirées musicales  L'invito (초대)
Soirées musicales  La Pastorella Delle Alpi (알프스의 양치기 소녀)
Soirées musicales  La gita in Gondola (뱃놀이)
Soirées musicales  La Danza (춤)

#### Intermission


#### Rossini, Gioacchino (1792-1868)
L’esule
Addio ai viennesi
Si ritrovarla io giuro
_From Opera, La Cenerentolla_
Op7 :  Languir per una bella
_From Opera, L’italina in Ageri_
Cessa di piu resistere
_From Opera, Il barbiere di Seviglia_",19:30,90분(인터미션: 20분),서울,예술의전당 IBK챔버홀,"독일
독일",[웹사이트](https://tickets.interpark.com/goods/24000543),61
