keywords,year,_PerformingDate,_Title,_Program,_Time,_RunningTime,_Location,_Venue,_Country,_ProgramURL,id
"Aaron Copland, Francesco Paolo Tosti, Francis Poulenc, Gioacchino Rossini, Ottorino Respighi",23년 9월,2023. 09. 22,소프라노 이윤숙 독창회,"#### Respighi, Ottorino (1879-1936)
Quattro Liriche  4. Sopra un'aria antica (옛날 노래 위에)

#### Tosti, Francesco Paolo (1846-1916)
Chanson de l'Adieu (이별의 노래)
Si tu le voulais (당신이 원한다면)
Rêve (꿈)
Plaintes d'Amour (사랑의 탄식)

#### Rossini, Gioacchino (1792-1868)
La Regata Veneziana  Anzoleta Avanti la regata (경기 전의 안졸레타)
La Regata Veneziana  Anzoleta Co passa la regata (경기 중의 안졸레타)
La Regata Veneziana  Anzoleta dopo la regata (경기가 끝난 후의 안졸레타)

#### Intermission


#### Poulenc, Francis (1899-1963)
Banalités, FP107 : 1. Chanson d'Orkenise (오르케니즈의 노래)
Banalités, FP107 : 2. Hôtel (호텔)
Banalités, FP107 : 3. Fagnes de Wallonie (발로니 공원)
Banalités, FP107 : 4. Voyage à Paris (파리로의 여행)
Banalités, FP107 : 5. Sanglots (흐느낌)

#### Copland, Aaron (1900-1990)
Old American Songs  The Little Horses (작은 말들)
Old American Songs  Zion's Walls (시온의 성벽)
Old American Songs  The Boatmen's Dance (사공의 춤)
Old American Songs  At the River (강가에서)
Old American Songs  Chingaring Chaw (창의 춤)",19:30,90분(인터미션: 15분),서울,금호아트홀 연세,"미국
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23011858),120
"Clara Schumann, Dominick Argento, Gustav Mahler, Richard Strauss, Wolfgang Amadeus Mozart",23년 9월,2023. 09. 23,금호영아티스트콘서트 소프라노 이민서 독창회,"#### Mozart, Wolfgang Amadeus (1756-1791)
Exsultate, jubilate, K. 165 : . Exsultate, Jubilate (환호하라, 기뻐하라)
Exsultate, jubilate, K. 165 : . Fulget amica dies… Tu virginum corona (따뜻한 햇살이 빛나고)
Exsultate, jubilate, K. 165 : . Alleluja (알렐루야)

#### Schumann, Clara (1819-1896)
Sechs Lieder, Op.13 : 1. Ich stand in dunklen Träumen (어두운 꿈속에 서 있었네)
Sechs Lieder, Op.13 : 2. Sie liebten sich beide (그들은 서로 사랑했네)
Sechs Lieder, Op.13 : 3. Die Liebe sass als Nachtigall (사랑의 마법)
Sechs Lieder, Op.13 : 4. Der Mond kommt still gegangen (달은 고요히 떠오르고)
Sechs Lieder, Op.13 : 5. Ich hab’ in Deinem Auge (나 그대의 눈 속에서)
Sechs Lieder, Op.13 : 6. Die stille Lotosblume (고요한 연꽃)

#### Intermission


#### Strauss, Richard (1864-1949)
Mädchenblumen, Op. 22 : 1. Kornblumen (수레국화)
Mädchenblumen, Op. 22 : 2. Mohnblumen (양귀비꽃)
Mädchenblumen, Op. 22 : 3. Epheu (담쟁이덩굴)
Mädchenblumen, Op. 22 : 4. Wasserrose (수련)

#### Mahler, Gustav (1860-1911)
Des Knaben Wunderhorn  Wer hat dies Liedlein erdacht? (누가 이 노래를 만들었나요?)
Des Knaben Wunderhorn  Rheinlegendchen (라인강의 전설)
Des Knaben Wunderhorn  Scheiden und Meiden (헤어짐과 멀어짐)

#### Argento, Dominick (1927-2019)
6 Elizabethan Songs  Spring (봄)
6 Elizabethan Songs  Sleep (잠)
6 Elizabethan Songs  Winter (겨울)
6 Elizabethan Songs  Dirge (애도가)
6 Elizabethan Songs  Diaphenia (디아페니아)
6 Elizabethan Songs  Hymn (찬미가)",20:00,80분(인터미션: 15분),서울,금호아트홀 연세,"독일
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23007025),119
"Giuseppe Verdi, Mitch Leigh, Robert Schumann, Sylvester Levay",23년 9월,2023. 09. 26,바리톤 김형기 초청 독청회,"#### Schumann, Robert (1810-1856)
Dichterliebe, Op.48 : 1. Im wunderschönen Monat Mai (아름다운 5월에)
Dichterliebe, Op.48 : 2. Aus meinen Tränen sprießen (나의 눈물에서)
Dichterliebe, Op.48 : 3. Die Rose, die Lilie, die Taube, die Sonne (장미, 백합, 비둘기)
Dichterliebe, Op.48 : 4. Wenn ich in deine Augen seh (당신의 눈동자를 바라볼 때)
Dichterliebe, Op.48 : 5. Ich will meine Seele tauchen (나의 영혼을 깊히 적시리)
Dichterliebe, Op.48 : 6. Im Rhein, im heiligen Strome (라인 강에, 성스런 강물에)
Dichterliebe, Op.48 : 7. Ich grolle nicht (나는 원망하지 않으리)
Dichterliebe, Op.48 : 8. Und wüßten’s die Blumen, die kleinen (꽃들이 알았더라면)
Dichterliebe, Op.48 : 9. Das ist ein Flöten und Geigen (플루트와 바이올린)
Dichterliebe, Op.48 : 10. Hör ich das Liedchen klingen (그 노래를 들을 때면)
Dichterliebe, Op.48 : 11. Ein Jüngling liebt ein Mädchen (한 청년은 한 소녀를 사랑하고)
Dichterliebe, Op.48 : 12. Am leuchtenden Sommermorgen (눈부신 여름 아침에)
Dichterliebe, Op.48 : 13. Ich hab’ im Traum geweinet (나는 꿈속에서 울었네)
Dichterliebe, Op.48 : 14. Allnächtlich im Traume (밤마다 꿈속에)
Dichterliebe, Op.48 : 15. Aus alten Märchen (옛 동화 속에서)
Dichterliebe, Op.48 : 16. Die alten, bösen Lieder (낡은, 몹쓸 노래들)

#### Intermission


#### Levay, Sylvester
Zauberhaft natürlich (놀라운 평범함)

#### Leigh, Mitch (1928-2014)
The Impossible dream (이룰수 없는 꿈)

#### Verdi, Giuseppe (1813-1901)
La vita è inferno all'infelice... o tu che in seno agli angeli (불행한 자에게 삶이란 지옥 같은 것! 오. 하늘에 올라가 천사들의 품에 안겨있는)
_From Opera, La forza del destino_
Piano... qui posi... Solenne in questora (조심히...여기 내려놓게...지금 이 순간 엄숙하게)
_From Opera, La forza del destino_
Morir! Tremenda cosa... Urna fatale del mio destino
_From Opera, La forza del destino_
Siete il portiere? Invano Alvaro ti celasti al mondo e d'ipocrita veste
_From Opera, La forza del destino_",19:30,110분(인터미션: 15분),서울,밀알아트센트 세라믹팔레스홀,"독일
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23011706),118
"Ambroise Thomas, Camille SaintSaëns, Franz Liszt, Gabriel Fauré, JeanBaptiste Lully, JeanPhilippe Rameau",23년 9월,2023. 09. 28,소프라노 윤아르나 독창회,"#### Liszt, Franz (1811-1886)
S 284 :  S'il est un charmant gazon (매혹적인 풀밭이 있다면)
S 283 :  Enfant si j'étais roi (내가 만약 왕이라면)
S 276 :  Comment disaient-ils (어떻게 하면, 그들이 말하네)

#### Lully, JeanBaptiste (1632-1687)
Revenez, mes amours revenez
_From Opera, Thésée_
Passacaille
_From Opera, Armide_

#### Rameau, JeanPhilippe (1683-1764)
Rossignols Amoureux
_From Opera, Hyppolyte et Aricie_
Aux langueurs d'Apollon
_From Opera, Platée_

#### Intermission


#### Fauré, Gabriel (1845-1924)
Rêve d’amour
Automne
Chanson d’amour
La fée aux chansons

#### SaintSaëns, Camille (1835-1921)
La feuille de peuplier
L’attente
Le rossignol et la rose (밤꾀꼬리)
La mort d'Ophélie (오펠리아의 죽음)

#### Thomas, Ambroise (1811-1896)
A vos jeux, mes amis
_From Opera, Hamlet_",17:00,90분(인터미션: 15분),서울,세종문화회관 체임버홀,"프랑스
이탈리아",[웹사이트](https://tickets.interpark.com/goods/P0003574),117
"Benjamin Britten, Carlisle Floyd, Claude Debussy, Franz Schubert, 윤학준, 이수인, 정애련",23년 10월,2023. 10. 01,소프라노 이경민 독창회,"#### Schubert, Franz (1797-1828)
D741 :  Sei mir gegrüsst
D719 :  Geheimes
D296 :  An den Mond
D882 :  Im Frühling

#### Debussy, Claude (1862-1918)
Nuit d'étoiles
Ariettes Oubliées, L.60 : 5. Green
Fantoches
3 chansons de Debussy  Beau soir

#### Floyd, Carlisle (1926-2021)
Ain’t it a pretty night?

#### Intermission


#### 이수인 (1939-2021)
별

#### 정애련
별을 캐는 밤

#### 윤학준 (1973-0)
별

#### Britten, Benjamin (1913-1976)
Cabaret Songs  1. Tell me the truth about love
Cabaret Songs  2. Funeral blues
Cabaret Songs  3. Johnny
Cabaret Songs  4. Calypso",20:00,100분(인터미션: 15분),서울,예술의전당 리사이틀홀,"미국
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23011799),116
"Alexander von Zemlinsky, André Previn, Arnold Schönberg, Francis Poulenc, Franz Schubert, Gustave Charpentier, Hugo Wolf, Johann Sebastian Bach",23년 10월,2023. 10. 04,소프라노 박재은 독창회,"#### Bach, Johann Sebastian (1685-1750)
BWV 244 :  Er hat uns allen woglgetan…
_From Oratorio, Mattäus-Passion_
BWV 244 :  Aus Liebe will mein Heiland sterben (사랑으로 나의 구세주께서 죽으려 하시네)
_From Oratorio, Mattäus-Passion_

#### Poulenc, Francis (1899-1963)
Fiançailles pour rire  La Dame d’André
Fiançailles pour rire  Dans L’herbe
Fiançailles pour rire  Il vole
Fiançailles pour rire  Mon cadavre est doux comme un gant
Fiançailles pour rire  Violon
Fiançailles pour rire  Fleurs

#### Schubert, Franz (1797-1828)
D 118 :  Gretchen am Spinnrade

#### Wolf, Hugo (1860-1903)
Gretchen vor dem Andachtsbild der Mater Dolorosa

#### Intermission


#### Zemlinsky, Alexander von (1871-1942)
WalzerGesänge, Op.6 : 1. Liebe Schwalbe
WalzerGesänge, Op.6 : 2. Klagen ist der Mond gekommen
WalzerGesänge, Op.6 : 3. Fensterlein, nachts bist du zu
WalzerGesänge, Op.6 : 4. Ich geh’ des Nachts
WalzerGesänge, Op.6 : 5. Blaues Sternlein
WalzerGesänge, Op.6 : 6. Briefchen schrieb ich

#### Previn, André (1929-2019)
Three Dickinson Songs  1. As Imperceptibly as Grief
Three Dickinson Songs  2. Will There Really Be a Morning?
Three Dickinson Songs  3. Good Morning Midnight

#### Schönberg, Arnold (1874-1951)
Op 6 : 1 Traumleben
Op 6 : 3 Mädchenlied
Op 6 : 4 Verlassen
Op 6 : 7 Lockung
Op 6 : 8 Der Wanderer

#### Charpentier, Gustave (1860-1956)
Depuis le jour (그날 이후)
_From Opera, LOEISE_",19:30,90분(인터미션: 15분),서울,영산아트홀,"독일
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23012850),115
"Frederick Loewe, Giacomo Puccini, Jacques Offenbach, Jules Massenet, 김규환, 김주원, 박판길, 조두남, 홍난파",23년 10월,2023. 10. 05,소프라노 김현정 체칠리아 독창회,"#### 홍난파 (1898-1941)
사공의 노래

#### 박판길 (1929-1998)
산노을

#### 조두남 (1912-1984)
학

#### 김규환 (1925-2011)
남촌

#### 김주원 (0-0)
연꽃 만나고 가는 바람같이

#### Intermission


#### Loewe, Frederick (1901-1988)
I could have danced all night
_From Opera, My Fair Lady_

#### Puccini, Giacomo (1858-1924)
O mio babbino caro
_From Opera, Gianni Schicchi_
In quelle trine morbide
_From Opera, Manon Lescaut_

#### Offenbach, Jacques (1819-1880)
Valse Tyrolienne
_From Opera, Un mari à la porte_

#### Massenet, Jules (1842-1912)
Adieu, notre petite table
_From Opera, Manon_

#### Puccini, Giacomo (1858-1924)
Senza Mamma, O Bimbo, Tu Sei Morto
_From Opera, Suor Angelica_",19:30,90분(인터미션: 15분),서울,일신홀,"이탈리아
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23012788),114
"Francesco Cilea, Francesco Paolo Tosti, Giacomo Puccini, Giuseppe Verdi, Jules Massenet, Umberto Giordano, 김효근, 이수인",23년 10월,2023. 10. 11,테너 박해성 독창회,"#### Tosti, Francesco Paolo (1846-1916)
Non t'amo più (더이상 사랑하지 않으리)
Aprile
La Serenata

#### Giordano, Umberto (1867-1948)
Amor ti vieta
_From Opera, Fedora_

#### Cilea, Francesco (1866-1950)
Il lamento di Federico
_From Opera, L'arlesiana_

#### Massenet, Jules (1842-1912)
Pourquoi me réveiller
_From Opera, Werther_

#### Intermission


#### 이수인 (1939-2021)
내 맘의 강물

#### 김효근 (1960-0)
내 영혼 바람되어

#### Puccini, Giacomo (1858-1924)
Ch'ella mi creda
_From Opera, La fanciulla del West_
E lucevan le stelle
_From Opera, Tosca_

#### Verdi, Giuseppe (1813-1901)
Ah, la paterna
_From Opera, Macbeth_

#### Cilea, Francesco (1866-1950)
L'anima ho stanca
_From Opera, Adriana Lecouvreur_",19:30,90분(인터미션: 15분),서울,영산아트홀,"이탈리아
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23013344),113
"Charles Gounod, César Franck, Franz Schubert, Gaetano Donizetti, Georges Bizet, Giacomo Puccini, Giuseppe Verdi, Michael William Balfe, Robert Schumann, Samuel Adams, Wolfgang Amadeus Mozart, 김동진, 김효근, 안성현, 한수성",23년 10월,2023. 10. 14,소프라노 이은희 독창회,"#### 김효근 (1960-0)
가을의 노래

#### 김동진 (1913-2009)
내마음

#### 안성현 (1920-2006)
엄마야 누나야

#### 한수성
그리운 고향

#### Donizetti, Gaetano (1797-1848)
Bella siccome un angelo (천사처럼 아름다운)
_From Opera, Don Pasquale_

#### Puccini, Giacomo (1858-1924)
Un bel dì, vedremo (어느 개인 날)
_From Opera, Madama Butterfly_

#### Verdi, Giuseppe (1813-1901)
Pace, pace mio Dio (평화, 평화 나의 하나님)
_From Opera, La Forza del Destino_

#### Intermission


#### Schumann, Robert (1810-1856)
Myrthen, Op. 25 : 3. Der Nußbaum (호두나무)

#### Gounod, Charles (1818-1893)
Ave Maria (아베마리아)

#### Schubert, Franz (1797-1828)
D 839 :  Ave Maria (아베마리아)

#### Balfe, Michael William (1808-1870)
I Dreamt I Dwelt in Marble Halls (나는 대리석 궁전에 사는 꿈을 꾸었어요)
_From Opera, Bohemian Girl_

#### Mozart, Wolfgang Amadeus (1756-1791)
Laudate Dominum (주님을 찬양하라)

#### Franck, César (1822-1890)
Panis Angelicus (생명의 양식)

#### Bizet, Georges (1838-1875)
Agnus Dei (하나님의 어린양)

#### Adams, Samuel (1985-0)
The Holy City (거룩한 성)",19:30,90분(인터미션: 15분),서울,영산아트홀,"독일
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23013552),112
"Alessandro Scarlatti, Antonio Vivaldi, Antonín Dvořák, Charles Gounod, Franz Lehár, Giuseppe Verdi, Hugo Wolf, Pietro Mascagni, Pyotr Ilyich Tchaikovsky, Robert Schumann, Tomaso Albinoni",23년 10월,2023. 10. 14,소프라노 노선우 귀국 독창회,"#### Scarlatti, Alessandro (1660-1725)
Se Florindo è fedele
_From Opera, La donna ancora è fedele_

#### Vivaldi, Antonio (1678-1741)
Sposa son disprezzata (나는 멸시받는 신부)
_From Opera, Bajazet_

#### Albinoni, Tomaso (1671-1751)
Adagio (아다지오)

#### Schumann, Robert (1810-1856)
Op 79 : 24 Er ist's (봄이다!)

#### Wolf, Hugo (1860-1903)
Er ist’s (봄이다!)

#### Dvořák, Antonín (1841-1904)
Měsíčku na nebi hlubokém (Song to the Moon)
_From Opera, Rusalka_

#### Intermission


#### Gounod, Charles (1818-1893)
Air des Bijoux (보석의 노래)
_From Opera, Faust_

#### Tchaikovsky, Pyotr Ilyich (1840-1893)
Lenski's Aria (어디로 가버렸나, 내 젊은의 찬란한 날들은)
_From Opera, Eugene Onegin_

#### Mascagni, Pietro (1863-1945)
Voi lo sapete, o mamma (엄마도 아시다시피)
_From Opera, Cavalleria Rusticana_

#### Lehár, Franz (1870-1948)
Lippen schweigen (입술은 침묵하고)
_From Opera, The Merry Widow_

#### Verdi, Giuseppe (1813-1901)
Brindisi (축배의 노래)
_From Opera, La Traviata_",15:00,90분(인터미션: 10분),서울,세종문화회관 체임버홀,"이탈리아
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23012450),111
"Eva Dell'Acqua, Francis Poulenc, Johann Sebastian Bach, Leonard Bernstein, Wolfgang Amadeus Mozart, 이영조, 최진",23년 10월,2023. 10. 18,소프라노 윤예지 독창회,"#### Bach, Johann Sebastian (1685-1750)
Magnificat, BWV 243 : . Quia Respexit humilitatem

#### Mozart, Wolfgang Amadeus (1756-1791)
Exsultate, jubilate, K.165 : . Exsultate, Jubilate (환호하라, 기뻐하라)
Exsultate, jubilate, K.165 : . Fulget amica dies… Tu virginum corona
Exsultate, jubilate, K.165 : . Tu virginum corona
Exsultate, jubilate, K.165 : . Alleluja

#### Dell'Acqua, Eva (1856-1930)
Villanelle

#### Intermission


#### Bernstein, Leonard (1918-1990)
A Cycle of Five Kid Songs  My Name is Barbara
A Cycle of Five Kid Songs  Jupiter Has Seven Moons
A Cycle of Five Kid Songs  I Hate Music!
A Cycle of Five Kid Songs  A Big Indian and A Little Indian
A Cycle of Five Kid Songs  I'm a Person Too

#### Poulenc, Francis (1899-1963)
Le sommeil
Quelle aventure!
La reine de cœur
Ba, be, bi, bo, bu
Les anges musiciens
Le carafon
Lune d'avril

#### 이영조
엄마야 누나야

#### 최진
새로운 길",19:30,90분(인터미션: 15분),서울,세종문화회관 체임버홀,"미국
이탈리아",[웹사이트](https://tickets.interpark.com/goods/P0003596),110
Johannes Brahms,23년 10월,2023. 10. 19,바리톤 지광윤 독창회,"#### Brahms, Johannes (1833-1897)
Op 33 : 1 Keinen hat es noch gereut
Op 33 : 2 Traun! Bogen und Pfeil sind gut für den Feind
Op 33 : 3 Sind es Schmerzen sind es Freuden
Op 33 : 4 Liebe kam aus fernen Landen
Op 33 : 5 So willst du des Armen
Op 33 : 6 Wie soll ich die Freude
Op 33 : 7 War es dir
Op 33 : 8 Wir müssen uns trennen
Op 33 : 9 Ruhe Süssliebchen
Op 33 : 10 Verzweiflung
Op 33 : 11 Wie schnell verschwindet
Op 33 : 12 Muss es eine Trennung geben
Op 33 : 13 Sulima
Op 33 : 14 Wie froh und frisch
Op 33 : 15 Treue Liebe dauert lange",19:30,90분(인터미션: 15분),부산,부산문화회관 체임버홀,"독일
이탈리아",[웹사이트](https://tickets.interpark.com/goods/P0003588),109
"Camille SaintSaëns, Gustav Mahler, Johann Sebastian Bach, Jules Massenet, Pyotr Ilyich Tchaikovsky",23년 10월,2023. 10. 20,메조소프라노 임은경 독창회,"#### Mahler, Gustav (1860-1911)
Kindertotenlieder  1. Nun will die Sonn' so hell aufgeh'n
Kindertotenlieder  2. Nun seh' ich wohl warum so dunkle Flammen
Kindertotenlieder  3. Wenn dein Mütterlein tritt zur Tür herein
Kindertotenlieder  4. Oft denk' ich sie sind nur ausgegangen
Kindertotenlieder  5. In diesem Wetter in diesem Braus

#### Intermission


#### Bach, Johann Sebastian (1685-1750)
BWV 244 :  Élégie
_From Oratorio, Mattäus-Passion_

#### Massenet, Jules (1842-1912)
Violons dans le soir

#### SaintSaëns, Camille (1835-1921)
Da, chas Nastal! Prositie Vy

#### Tchaikovsky, Pyotr Ilyich (1840-1893)
Röslein dreie in der Reihe
_From Opera, The Maid of Orleans_",19:30,90분(인터미션: 15분),서울,금호아트홀 연세,"독일
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23011793),108
"Amy Beach, Franz Liszt, Giacomo Puccini, Giuseppe Verdi, Jules Massenet, Richard Strauss, Umberto Giordano",23년 10월,2023. 10. 21,금호영아티스트콘서트 소프라노 권수지 독창회,"#### Strauss, Richard (1864-1949)
Vier Lieder, Op. 27 : 1. Ruhe, meine Seele! (Rest thee, my Soul)

#### Liszt, Franz (1811-1886)
Tre Sonetti di Petrarca, S.270 : 1. Pace non trovo

#### Verdi, Giuseppe (1813-1901)
Pace, pace mio Dio (평화, 평화 나의 하나님)
_From Opera, La Forza del Destino_

#### Intermission


#### Beach, Amy (1867-1944)
Three Browning Songs, Op. 44 : 1. The Year's at the Spring (일년 중 봄의 때에)
Three Browning Songs, Op. 44 : 2. Ah, Love, but a Day! (아, 사랑, 그러나 하루!)
Three Browning Songs, Op. 44 : 3. I Send My Heart up to Thee! (내 마음을 당신께 보내리!)

#### Puccini, Giacomo (1858-1924)
Un bel dì, vedremo
_From Opera, Madama Butterfly_

#### Massenet, Jules (1842-1912)
Pleurez, pleurez, mes yeux
_From Opera, Le Cid_

#### Giordano, Umberto (1867-1948)
La mamma morta
_From Opera, Andrea Chénier_",20:00,80분(인터미션: 15분),서울,금호아트홀 연세,"이탈리아
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23011793),107
"Franz Schubert, Gustav Mahler, Hugo Wolf, Johannes Brahms, Richard Strauss, Robert Schumann",23년 10월,2023. 10. 26,바리톤 남철우 독창회,"#### Schubert, Franz (1797-1828)
D 489 :  Der Wanderer (방랑자)
D 121 :  Schäfers Klagelied
Op 32 :  Die Forelle

#### Schumann, Robert (1810-1856)
Op 25 :  Widmung
Op 49 : 1 Die beiden Grenadiere

#### Brahms, Johannes (1833-1897)
Op 43 : 2 Nicht mehr zu dir zu gehen
Op 47 : 3 Die Mainacht (오월의 밤)
Op 84 : 4 Sonntag (일요일)

#### Wolf, Hugo (1860-1903)
Vergebliches Ständchen (헛된 세레나데)
Verborgenheit (은둔)

#### Strauss, Richard (1864-1949)
Op 10 : 8 Allerseelen
Op 32 : 1 Ich trage meine Minne
Op 10 : 1 Zueignung

#### Mahler, Gustav (1860-1911)
ED 1905 :  Liebst du um Schönheit
Des Knaben Wunderhorn  Ablösung im Sommer (여름날의 임무교대)
Des Knaben Wunderhorn  Scheiden und Meiden (헤어짐과 멀어짐)",19:30,90분(인터미션: 15분),서울,영산아트홀,"오스트리아
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23013748),106
"Edward Boatner, Francis Hall Johnson, Francis Poulenc, Giuseppe Verdi, Harry Thacker Burleigh, Johann Sebastian Bach, Richard Strauss, Roger Quilter",23년 10월,2023. 10. 28,소프라노 김기령 귀국 독창회,"#### Bach, Johann Sebastian (1685-1750)
Johannes Passion, BWV 245 : 9. Ich Folge Dir Gleichfalls (기쁜 걸음으로 당신을 따르리)

#### Quilter, Roger (1877-1953)
Four Children Songs , Op. 5 : 1. A Good Child
Four Children Songs , Op. 5 : 2. The Lamplighter
Four Children Songs , Op. 5 : 3. Where go the Boats?
Four Children Songs , Op. 5 : 4. Foreign Children

#### Poulenc, Francis (1899-1963)
Airs Chantes , FP46 : 1. Air Romantique
Airs Chantes , FP46 : 2. Air Champetre
Airs Chantes , FP46 : 3. Air grave
Airs Chantes , FP46 : 4. Air Vif

#### Intermission


#### Strauss, Richard (1864-1949)
5 Kleine Lieder , Op. 69 : 1. Der Stern
5 Kleine Lieder , Op. 69 : 2. Der Pokal
5 Kleine Lieder , Op. 69 : 3. Einerlei
5 Kleine Lieder , Op. 69 : 4. Schlechtes Wetter

#### Verdi, Giuseppe (1813-1901)
6 Romanze  1. Il tramonto
6 Romanze  2. La Zingara
6 Romanze  3. Ad una Stella
6 Romanze  4. Lo Spazzacamino

#### Boatner, Edward (1898-1981)
Give me Jesus

#### Burleigh, Harry Thacker (1866-1949)
Swing Low, Sweet Chariot

#### Johnson, Francis Hall (1888-1970)
Ride on King Jesus",19:30,90분(인터미션: 15분),서울,영산아트홀,"미국
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23014133),105
"Franz Schubert, Henry Purcell, Leonard Bernstein, Régis Campo, Wolfgang Amadeus Mozart, 나운영, 오병희, 이건우, 조혜영",23년 10월,2023. 10. 30,소프라노 한나형 독창회 : Hommage,"#### Purcell, Henry (1659-1695)
Z 198 :  A Morning Hymn
Z 193 :  An Evening Hymn
Z 192 :  Lord What is Man

#### Mozart, Wolfgang Amadeus (1756-1791)
K 383 :  Nehmt meinen Dank ihr holden Gönner
K 472 :  Der Zauberer

#### Schubert, Franz (1797-1828)
D 328 :  Der Erlkönig

#### Campo, Régis
Cinq Fables de La Fontaine  1. Le corbeau et le renard
Cinq Fables de La Fontaine  2. La montagne qui accouche
Cinq Fables de La Fontaine  3. La grenouille qui se veut faire aussi grosse que le boeuf
Cinq Fables de La Fontaine  4. Le Chien qui lâche sa proie pour l'ombre
Cinq Fables de La Fontaine  5. La cigale et la fourmi

#### Intermission


#### 나운영 (1922-1993)
접동새

#### 이건우 (1919-1998)
가는 길

#### 조혜영 (1970-0)
못잊어

#### 오병희
사의 찬미
내 영혼이 은총 입어

#### Bernstein, Leonard (1918-1990)
A Cycle of Five Kid Songs  My Name is Barbara
A Cycle of Five Kid Songs  Jupiter Has Seven Moons
A Cycle of Five Kid Songs  I Hate Music!
A Cycle of Five Kid Songs  A Big Indian and A Little Indian
A Cycle of Five Kid Songs  I'm a Person Too",19:30,100분(인터미션: 15분),서울,연세대학교 백주년기념관 콘서트홀,"독일
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23013856),104
"Clara Schumann, Franz Liszt, Franz Schubert, Hugo Wolf, Ludwig van Beethoven, Robert Schumann, 김동진, 김성태, 안정준, 전다빈, 조혜영, 최영섭, 하대응",23년 10월,2023. 10. 31,소프라노 서보란 독창회,"#### Beethoven, Ludwig van (1770-1827)
Nur wer die Sehnsucht kennt

#### Schubert, Franz (1797-1828)
Wilhelm Meister, D. 321 : . Nur wer die Sehnsucht kennt

#### Schumann, Robert (1810-1856)
Wilhelm Meister, Op.98a : 3. Nur wer die Sehnsucht kennt

#### Wolf, Hugo (1860-1903)
Mignon Lieder  2. Nur wer die Sehnsucht kennt

#### Liszt, Franz (1811-1886)
Die Loreley

#### Schumann, Clara (1819-1896)
Lorelei

#### Liszt, Franz (1811-1886)
Die Loreley

#### Schumann, Clara (1819-1896)
Lorelei

#### Wolf, Hugo (1860-1903)
Das verlassene Mägdlein

#### Schumann, Robert (1810-1856)
Op 91 :  Das verlassene Mägdlein
Op 79 : 24 Er ist's (봄이다!)

#### Wolf, Hugo (1860-1903)
Er ist's (봄이다!)

#### Intermission


#### 김동진 (1913-2009)
못잊어

#### 하대응 (1914-1983)
못잊어

#### 조혜영 (1970-0)
못잊어

#### 김성태 (1910-2012)
추억

#### 최영섭
추억

#### 안정준 (1929-2009)
가을의기도

#### 전다빈
가을의 기도",19:30,90분(인터미션: 15분),서울,영산아트홀,"네덜란드
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23013044),103
Franz Schubert,23년 11월,2023. 11. 02,테너 이상규 교수 초청 독창회,"#### Schubert, Franz (1797-1828)
Schwanengesang, D.957 : 1. Liebesbotschaft (사랑의 사자)
Schwanengesang, D.957 : 2. Kriegers Ahnung (병정의 예감)
Schwanengesang, D.957 : 3. Frühlingssehnsucht (봄의 동경)
Schwanengesang, D.957 : 4. Ständchen
Schwanengesang, D.957 : 5. Aufenthalt (거주지)
Schwanengesang, D.957 : 6. In der Ferne (먼 곳에서)
Schwanengesang, D.957 : 7. Abschied (이별)
Schwanengesang, D.957 : 8. Der Atlas (아틀라스)
Schwanengesang, D.957 : 9. Ihr Bild (그녀의 초상)
Schwanengesang, D.957 : 10. Das Fischermädchen (고기잡이 소녀)
Schwanengesang, D.957 : 11. Die Stadt (도시)
Schwanengesang, D.957 : 12. Am Meer (바닷가에서)
Schwanengesang, D.957 : 13. Der Doppelgänger (동일인)
Schwanengesang, D.957 : 14. Die Taubenpost (비둘기 편지)",19:30,100분(인터미션: 15분),서울,밀알아트센트 세라믹팔레스홀,"오스트리아
이탈리아",[웹사이트](https://tickets.interpark.com/goods/23014896),102
